rup_mag,rup_dip,rup_rake,rup_ztor,dist_rrup,dist_rjb,site_vs30,site_z2pt5,result_type,damping,pgd,pgv,pga,0.01,0.20,0.50,1.00,3.00,5.00
5.00,90.00,0.00,0.00,30.00,29.60,200.00,2.00,INTRA_EVENT_STDDEV,5.00,6.67000E-01,4.77393E-01,4.57829E-01,4.57829E-01,5.06165E-01,5.36751E-01,5.62489E-01,5.58000E-01,6.01000E-01
5.00,90.00,0.00,0.00,50.00,49.70,200.00,2.00,INTRA_EVENT_STDDEV,5.00,6.67000E-01,4.80392E-01,4.66769E-01,4.66769E-01,5.18496E-01,5.42733E-01,5.64987E-01,5.58000E-01,6.01000E-01
5.00,90.00,0.00,0.00,100.00,99.90,200.00,2.00,INTRA_EVENT_STDDEV,5.00,6.67000E-01,4.82463E-01,4.73153E-01,4.73153E-01,5.27309E-01,5.46897E-01,5.66716E-01,5.58000E-01,6.01000E-01
5.00,90.00,0.00,0.00,200.00,199.90,200.00,2.00,INTRA_EVENT_STDDEV,5.00,6.67000E-01,4.83356E-01,4.75956E-01,4.75956E-01,5.31179E-01,5.48697E-01,5.67461E-01,5.58000E-01,6.01000E-01
5.00,90.00,0.00,0.00,5.00,0.00,500.00,2.00,INTRA_EVENT_STDDEV,5.00,6.67000E-01,4.84000E-01,4.57562E-01,4.57562E-01,5.10309E-01,5.50000E-01,5.68000E-01,5.58000E-01,6.01000E-01
5.00,90.00,0.00,0.00,10.00,8.70,500.00,2.00,INTRA_EVENT_STDDEV,5.00,6.67000E-01,4.84000E-01,4.64835E-01,4.64835E-01,5.18822E-01,5.50000E-01,5.68000E-01,5.58000E-01,6.01000E-01
5.00,90.00,0.00,0.00,15.00,14.10,500.00,2.00,INTRA_EVENT_STDDEV,5.00,6.67000E-01,4.84000E-01,4.68950E-01,4.68950E-01,5.23597E-01,5.50000E-01,5.68000E-01,5.58000E-01,6.01000E-01
5.00,90.00,0.00,0.00,30.00,29.60,500.00,2.00,INTRA_EVENT_STDDEV,5.00,6.67000E-01,4.84000E-01,4.73786E-01,4.73786E-01,5.29173E-01,5.50000E-01,5.68000E-01,5.58000E-01,6.01000E-01
5.00,90.00,0.00,0.00,50.00,49.70,500.00,2.00,INTRA_EVENT_STDDEV,5.00,6.67000E-01,4.84000E-01,4.75719E-01,4.75719E-01,5.31390E-01,5.50000E-01,5.68000E-01,5.58000E-01,6.01000E-01
5.00,90.00,0.00,0.00,100.00,99.90,500.00,2.00,INTRA_EVENT_STDDEV,5.00,6.67000E-01,4.84000E-01,4.77034E-01,4.77034E-01,5.32896E-01,5.50000E-01,5.68000E-01,5.58000E-01,6.01000E-01
5.00,90.00,0.00,0.00,200.00,199.90,500.00,2.00,INTRA_EVENT_STDDEV,5.00,6.67000E-01,4.84000E-01,4.77596E-01,4.77596E-01,5.33539E-01,5.50000E-01,5.68000E-01,5.58000E-01,6.01000E-01
5.00,90.00,0.00,0.00,5.00,0.00,760.00,2.00,INTRA_EVENT_STDDEV,5.00,6.67000E-01,4.84000E-01,4.74035E-01,4.74035E-01,5.34000E-01,5.50000E-01,5.68000E-01,5.58000E-01,6.01000E-01
5.00,90.00,0.00,0.00,10.00,8.70,760.00,2.00,INTRA_EVENT_STDDEV,5.00,6.67000E-01,4.84000E-01,4.75511E-01,4.75511E-01,5.34000E-01,5.50000E-01,5.68000E-01,5.58000E-01,6.01000E-01
5.00,90.00,0.00,0.00,15.00,14.10,760.00,2.00,INTRA_EVENT_STDDEV,5.00,6.67000E-01,4.84000E-01,4.76312E-01,4.76312E-01,5.34000E-01,5.50000E-01,5.68000E-01,5.58000E-01,6.01000E-01
5.00,90.00,0.00,0.00,30.00,29.60,760.00,2.00,INTRA_EVENT_STDDEV,5.00,6.67000E-01,4.84000E-01,4.77226E-01,4.77226E-01,5.34000E-01,5.50000E-01,5.68000E-01,5.58000E-01,6.01000E-01
5.00,90.00,0.00,0.00,50.00,49.70,760.00,2.00,INTRA_EVENT_STDDEV,5.00,6.67000E-01,4.84000E-01,4.77583E-01,4.77583E-01,5.34000E-01,5.50000E-01,5.68000E-01,5.58000E-01,6.01000E-01
5.00,90.00,0.00,0.00,100.00,99.90,760.00,2.00,INTRA_EVENT_STDDEV,5.00,6.67000E-01,4.84000E-01,4.77824E-01,4.77824E-01,5.34000E-01,5.50000E-01,5.68000E-01,5.58000E-01,6.01000E-01
5.00,90.00,0.00,0.00,200.00,199.90,760.00,2.00,INTRA_EVENT_STDDEV,5.00,6.67000E-01,4.84000E-01,4.77927E-01,4.77927E-01,5.34000E-01,5.50000E-01,5.68000E-01,5.58000E-01,6.01000E-01
5.00,90.00,0.00,0.00,5.00,0.00,1100.00,2.00,INTRA_EVENT_STDDEV,5.00,6.67000E-01,4.84000E-01,4.78000E-01,4.78000E-01,5.34000E-01,5.50000E-01,5.68000E-01,5.58000E-01,6.01000E-01
5.00,90.00,0.00,0.00,10.00,8.70,1100.00,2.00,INTRA_EVENT_STDDEV,5.00,6.67000E-01,4.84000E-01,4.78000E-01,4.78000E-01,5.34000E-01,5.50000E-01,5.68000E-01,5.58000E-01,6.01000E-01
5.00,90.00,0.00,0.00,15.00,14.10,1100.00,2.00,INTRA_EVENT_STDDEV,5.00,6.67000E-01,4.84000E-01,4.78000E-01,4.78000E-01,5.34000E-01,5.50000E-01,5.68000E-01,5.58000E-01,6.01000E-01
5.00,90.00,0.00,0.00,30.00,29.60,1100.00,2.00,INTRA_EVENT_STDDEV,5.00,6.67000E-01,4.84000E-01,4.78000E-01,4.78000E-01,5.34000E-01,5.50000E-01,5.68000E-01,5.58000E-01,6.01000E-01
5.00,90.00,0.00,0.00,50.00,49.70,1100.00,2.00,INTRA_EVENT_STDDEV,5.00,6.67000E-01,4.84000E-01,4.78000E-01,4.78000E-01,5.34000E-01,5.50000E-01,5.68000E-01,5.58000E-01,6.01000E-01
5.00,90.00,0.00,0.00,100.00,99.90,1100.00,2.00,INTRA_EVENT_STDDEV,5.00,6.67000E-01,4.84000E-01,4.78000E-01,4.78000E-01,5.34000E-01,5.50000E-01,5.68000E-01,5.58000E-01,6.01000E-01
5.00,90.00,0.00,0.00,200.00,199.90,1100.00,2.00,INTRA_EVENT_STDDEV,5.00,6.67000E-01,4.84000E-01,4.78000E-01,4.78000E-01,5.34000E-01,5.50000E-01,5.68000E-01,5.58000E-01,6.01000E-01
5.00,90.00,0.00,0.00,5.00,0.00,1500.00,2.00,INTRA_EVENT_STDDEV,5.00,6.67000E-01,4.84000E-01,4.78000E-01,4.78000E-01,5.34000E-01,5.50000E-01,5.68000E-01,5.58000E-01,6.01000E-01
5.00,90.00,0.00,0.00,10.00,8.70,1500.00,2.00,INTRA_EVENT_STDDEV,5.00,6.67000E-01,4.84000E-01,4.78000E-01,4.78000E-01,5.34000E-01,5.50000E-01,5.68000E-01,5.58000E-01,6.01000E-01
5.00,90.00,0.00,0.00,15.00,14.10,1500.00,2.00,INTRA_EVENT_STDDEV,5.00,6.67000E-01,4.84000E-01,4.78000E-01,4.78000E-01,5.34000E-01,5.50000E-01,5.68000E-01,5.58000E-01,6.01000E-01
5.00,90.00,0.00,0.00,30.00,29.60,1500.00,2.00,INTRA_EVENT_STDDEV,5.00,6.67000E-01,4.84000E-01,4.78000E-01,4.78000E-01,5.34000E-01,5.50000E-01,5.68000E-01,5.58000E-01,6.01000E-01
5.00,90.00,0.00,0.00,50.00,49.70,1500.00,2.00,INTRA_EVENT_STDDEV,5.00,6.67000E-01,4.84000E-01,4.78000E-01,4.78000E-01,5.34000E-01,5.50000E-01,5.68000E-01,5.58000E-01,6.01000E-01
5.00,90.00,0.00,0.00,100.00,99.90,1500.00,2.00,INTRA_EVENT_STDDEV,5.00,6.67000E-01,4.84000E-01,4.78000E-01,4.78000E-01,5.34000E-01,5.50000E-01,5.68000E-01,5.58000E-01,6.01000E-01
5.00,90.00,0.00,0.00,200.00,199.90,1500.00,2.00,INTRA_EVENT_STDDEV,5.00,6.67000E-01,4.84000E-01,4.78000E-01,4.78000E-01,5.34000E-01,5.50000E-01,5.68000E-01,5.58000E-01,6.01000E-01
5.00,90.00,0.00,0.00,5.00,0.00,200.00,3.50,INTRA_EVENT_STDDEV,5.00,6.67000E-01,4.53169E-01,3.97703E-01,3.97703E-01,4.25677E-01,4.90795E-01,5.42533E-01,5.58000E-01,6.01000E-01
5.00,90.00,0.00,0.00,10.00,8.70,200.00,3.50,INTRA_EVENT_STDDEV,5.00,6.67000E-01,4.63220E-01,4.20136E-01,4.20136E-01,4.54840E-01,5.09276E-01,5.50762E-01,5.58000E-01,6.01000E-01
5.00,90.00,0.00,0.00,15.00,14.10,200.00,3.50,INTRA_EVENT_STDDEV,5.00,6.67000E-01,4.69365E-01,4.35579E-01,4.35579E-01,4.75661E-01,5.21011E-01,5.55830E-01,5.58000E-01,6.01000E-01
5.00,90.00,0.00,0.00,30.00,29.60,200.00,3.50,INTRA_EVENT_STDDEV,5.00,6.67000E-01,4.76997E-01,4.56673E-01,4.56673E-01,5.04572E-01,5.35963E-01,5.62159E-01,5.58000E-01,6.01000E-01
5.00,90.00,0.00,0.00,50.00,49.70,200.00,3.50,INTRA_EVENT_STDDEV,5.00,6.67000E-01,4.80168E-01,4.66090E-01,4.66090E-01,5.17559E-01,5.42285E-01,5.64800E-01,5.58000E-01,6.01000E-01
5.00,90.00,0.00,0.00,100.00,99.90,200.00,3.50,INTRA_EVENT_STDDEV,5.00,6.67000E-01,4.82366E-01,4.72850E-01,4.72850E-01,5.26890E-01,5.46701E-01,5.66635E-01,5.58000E-01,6.01000E-01
5.00,90.00,0.00,0.00,200.00,199.90,200.00,3.50,INTRA_EVENT_STDDEV,5.00,6.67000E-01,4.83315E-01,4.75826E-01,4.75826E-01,5.30999E-01,5.48614E-01,5.67427E-01,5.58000E-01,6.01000E-01
5.00,90.00,0.00,0.00,5.00,0.00,500.00,3.50,INTRA_EVENT_STDDEV,5.00,6.67000E-01,4.84000E-01,4.56562E-01,4.56562E-01,5.09130E-01,5.50000E-01,5.68000E-01,5.58000E-01,6.01000E-01
5.00,90.00,0.00,0.00,10.00,8.70,500.00,3.50,INTRA_EVENT_STDDEV,5.00,6.67000E-01,4.84000E-01,4.64114E-01,4.64114E-01,5.17983E-01,5.50000E-01,5.68000E-01,5.58000E-01,6.01000E-01
5.00,90.00,0.00,0.00,15.00,14.10,500.00,3.50,INTRA_EVENT_STDDEV,5.00,6.67000E-01,4.84000E-01,4.68427E-01,4.68427E-01,5.22992E-01,5.50000E-01,5.68000E-01,5.58000E-01,6.01000E-01
5.00,90.00,0.00,0.00,30.00,29.60,500.00,3.50,INTRA_EVENT_STDDEV,5.00,6.67000E-01,4.84000E-01,4.73528E-01,4.73528E-01,5.28876E-01,5.50000E-01,5.68000E-01,5.58000E-01,6.01000E-01
5.00,90.00,0.00,0.00,50.00,49.70,500.00,3.50,INTRA_EVENT_STDDEV,5.00,6.67000E-01,4.84000E-01,4.75576E-01,4.75576E-01,5.31226E-01,5.50000E-01,5.68000E-01,5.58000E-01,6.01000E-01
5.00,90.00,0.00,0.00,100.00,99.90,500.00,3.50,INTRA_EVENT_STDDEV,5.00,6.67000E-01,4.84000E-01,4.76973E-01,4.76973E-01,5.32826E-01,5.50000E-01,5.68000E-01,5.58000E-01,6.01000E-01
5.00,90.00,0.00,0.00,200.00,199.90,500.00,3.50,INTRA_EVENT_STDDEV,5.00,6.67000E-01,4.84000E-01,4.77570E-01,4.77570E-01,5.33509E-01,5.50000E-01,5.68000E-01,5.58000E-01,6.01000E-01
5.00,90.00,0.00,0.00,5.00,0.00,760.00,3.50,INTRA_EVENT_STDDEV,5.00,6.67000E-01,4.84000E-01,4.73825E-01,4.73825E-01,5.34000E-01,5.50000E-01,5.68000E-01,5.58000E-01,6.01000E-01
5.00,90.00,0.00,0.00,10.00,8.70,760.00,3.50,INTRA_EVENT_STDDEV,5.00,6.67000E-01,4.84000E-01,4.75368E-01,4.75368E-01,5.34000E-01,5.50000E-01,5.68000E-01,5.58000E-01,6.01000E-01
5.00,90.00,0.00,0.00,15.00,14.10,760.00,3.50,INTRA_EVENT_STDDEV,5.00,6.67000E-01,4.84000E-01,4.76211E-01,4.76211E-01,5.34000E-01,5.50000E-01,5.68000E-01,5.58000E-01,6.01000E-01
5.00,90.00,0.00,0.00,30.00,29.60,760.00,3.50,INTRA_EVENT_STDDEV,5.00,6.67000E-01,4.84000E-01,4.77178E-01,4.77178E-01,5.34000E-01,5.50000E-01,5.68000E-01,5.58000E-01,6.01000E-01
5.00,90.00,0.00,0.00,50.00,49.70,760.00,3.50,INTRA_EVENT_STDDEV,5.00,6.67000E-01,4.84000E-01,4.77557E-01,4.77557E-01,5.34000E-01,5.50000E-01,5.68000E-01,5.58000E-01,6.01000E-01
5.00,90.00,0.00,0.00,100.00,99.90,760.00,3.50,INTRA_EVENT_STDDEV,5.00,6.67000E-01,4.84000E-01,4.77813E-01,4.77813E-01,5.34000E-01,5.50000E-01,5.68000E-01,5.58000E-01,6.01000E-01
5.00,90.00,0.00,0.00,200.00,199.90,760.00,3.50,INTRA_EVENT_STDDEV,5.00,6.67000E-01,4.84000E-01,4.77922E-01,4.77922E-01,5.34000E-01,5.50000E-01,5.68000E-01,5.58000E-01,6.01000E-01
5.00,90.00,0.00,0.00,5.00,0.00,1100.00,3.50,INTRA_EVENT_STDDEV,5.00,6.67000E-01,4.84000E-01,4.78000E-01,4.78000E-01,5.34000E-01,5.50000E-01,5.68000E-01,5.58000E-01,6.01000E-01
5.00,90.00,0.00,0.00,10.00,8.70,1100.00,3.50,INTRA_EVENT_STDDEV,5.00,6.67000E-01,4.84000E-01,4.78000E-01,4.78000E-01,5.34000E-01,5.50000E-01,5.68000E-01,5.58000E-01,6.01000E-01
5.00,90.00,0.00,0.00,15.00,14.10,1100.00,3.50,INTRA_EVENT_STDDEV,5.00,6.67000E-01,4.84000E-01,4.78000E-01,4.78000E-01,5.34000E-01,5.50000E-01,5.68000E-01,5.58000E-01,6.01000E-01
5.00,90.00,0.00,0.00,30.00,29.60,1100.00,3.50,INTRA_EVENT_STDDEV,5.00,6.67000E-01,4.84000E-01,4.78000E-01,4.78000E-01,5.34000E-01,5.50000E-01,5.68000E-01,5.58000E-01,6.01000E-01
5.00,90.00,0.00,0.00,50.00,49.70,1100.00,3.50,INTRA_EVENT_STDDEV,5.00,6.67000E-01,4.84000E-01,4.78000E-01,4.78000E-01,5.34000E-01,5.50000E-01,5.68000E-01,5.58000E-01,6.01000E-01
5.00,90.00,0.00,0.00,100.00,99.90,1100.00,3.50,INTRA_EVENT_STDDEV,5.00,6.67000E-01,4.84000E-01,4.78000E-01,4.78000E-01,5.34000E-01,5.50000E-01,5.68000E-01,5.58000E-01,6.01000E-01
5.00,90.00,0.00,0.00,200.00,199.90,1100.00,3.50,INTRA_EVENT_STDDEV,5.00,6.67000E-01,4.84000E-01,4.78000E-01,4.78000E-01,5.34000E-01,5.50000E-01,5.68000E-01,5.58000E-01,6.01000E-01
5.00,90.00,0.00,0.00,5.00,0.00,1500.00,3.50,INTRA_EVENT_STDDEV,5.00,6.67000E-01,4.84000E-01,4.78000E-01,4.78000E-01,5.34000E-01,5.50000E-01,5.68000E-01,5.58000E-01,6.01000E-01
5.00,90.00,0.00,0.00,10.00,8.70,1500.00,3.50,INTRA_EVENT_STDDEV,5.00,6.67000E-01,4.84000E-01,4.78000E-01,4.78000E-01,5.34000E-01,5.50000E-01,5.68000E-01,5.58000E-01,6.01000E-01
5.00,90.00,0.00,0.00,15.00,14.10,1500.00,3.50,INTRA_EVENT_STDDEV,5.00,6.67000E-01,4.84000E-01,4.78000E-01,4.78000E-01,5.34000E-01,5.50000E-01,5.68000E-01,5.58000E-01,6.01000E-01
5.00,90.00,0.00,0.00,30.00,29.60,1500.00,3.50,INTRA_EVENT_STDDEV,5.00,6.67000E-01,4.84000E-01,4.78000E-01,4.78000E-01,5.34000E-01,5.50000E-01,5.68000E-01,5.58000E-01,6.01000E-01
5.00,90.00,0.00,0.00,50.00,49.70,1500.00,3.50,INTRA_EVENT_STDDEV,5.00,6.67000E-01,4.84000E-01,4.78000E-01,4.78000E-01,5.34000E-01,5.50000E-01,5.68000E-01,5.58000E-01,6.01000E-01
5.00,90.00,0.00,0.00,100.00,99.90,1500.00,3.50,INTRA_EVENT_STDDEV,5.00,6.67000E-01,4.84000E-01,4.78000E-01,4.78000E-01,5.34000E-01,5.50000E-01,5.68000E-01,5.58000E-01,6.01000E-01
5.00,90.00,0.00,0.00,200.00,199.90,1500.00,3.50,INTRA_EVENT_STDDEV,5.00,6.67000E-01,4.84000E-01,4.78000E-01,4.78000E-01,5.34000E-01,5.50000E-01,5.68000E-01,5.58000E-01,6.01000E-01
5.00,90.00,0.00,15.00,5.00,0.00,200.00,0.50,INTRA_EVENT_STDDEV,5.00,6.67000E-01,4.54852E-01,4.01219E-01,4.01219E-01,4.30128E-01,4.93819E-01,5.43906E-01,5.58000E-01,6.01000E-01
5.00,90.00,0.00,15.00,10.00,8.70,200.00,0.50,INTRA_EVENT_STDDEV,5.00,6.67000E-01,4.64543E-01,4.23346E-01,4.23346E-01,4.59133E-01,5.11776E-01,5.51851E-01,5.58000E-01,6.01000E-01
5.00,90.00,0.00,15.00,15.00,14.10,200.00,0.50,INTRA_EVENT_STDDEV,5.00,6.67000E-01,4.70369E-01,4.38229E-01,4.38229E-01,4.79272E-01,5.22955E-01,5.56660E-01,5.58000E-01,6.01000E-01
5.00,90.00,0.00,15.00,30.00,29.60,200.00,0.50,INTRA_EVENT_STDDEV,5.00,6.67000E-01,4.77516E-01,4.58189E-01,4.58189E-01,5.06661E-01,5.36995E-01,5.62591E-01,5.58000E-01,6.01000E-01
5.00,90.00,0.00,15.00,50.00,49.70,200.00,0.50,INTRA_EVENT_STDDEV,5.00,6.67000E-01,4.80461E-01,4.66979E-01,4.66979E-01,5.18786E-01,5.42872E-01,5.65044E-01,5.58000E-01,6.01000E-01
5.00,90.00,0.00,15.00,100.00,99.90,200.00,0.50,INTRA_EVENT_STDDEV,5.00,6.67000E-01,4.82493E-01,4.73247E-01,4.73247E-01,5.27438E-01,5.46957E-01,5.66741E-01,5.58000E-01,6.01000E-01
5.00,90.00,0.00,15.00,200.00,199.90,200.00,0.50,INTRA_EVENT_STDDEV,5.00,6.67000E-01,4.83368E-01,4.75996E-01,4.75996E-01,5.31234E-01,5.48723E-01,5.67472E-01,5.58000E-01,6.01000E-01
5.00,90.00,0.00,15.00,5.00,0.00,500.00,0.50,INTRA_EVENT_STDDEV,5.00,6.67000E-01,4.84000E-01,4.57877E-01,4.57877E-01,5.10679E-01,5.50000E-01,5.68000E-01,5.58000E-01,6.01000E-01
5.00,90.00,0.00,15.00,10.00,8.70,500.00,0.50,INTRA_EVENT_STDDEV,5.00,6.67000E-01,4.84000E-01,4.65059E-01,4.65059E-01,5.19084E-01,5.50000E-01,5.68000E-01,5.58000E-01,6.01000E-01
5.00,90.00,0.00,15.00,15.00,14.10,500.00,0.50,INTRA_EVENT_STDDEV,5.00,6.67000E-01,4.84000E-01,4.69113E-01,4.69113E-01,5.23785E-01,5.50000E-01,5.68000E-01,5.58000E-01,6.01000E-01
5.00,90.00,0.00,15.00,30.00,29.60,500.00,0.50,INTRA_EVENT_STDDEV,5.00,6.67000E-01,4.84000E-01,4.73866E-01,4.73866E-01,5.29264E-01,5.50000E-01,5.68000E-01,5.58000E-01,6.01000E-01
5.00,90.00,0.00,15.00,50.00,49.70,500.00,0.50,INTRA_EVENT_STDDEV,5.00,6.67000E-01,4.84000E-01,4.75763E-01,4.75763E-01,5.31441E-01,5.50000E-01,5.68000E-01,5.58000E-01,6.01000E-01
5.00,90.00,0.00,15.00,100.00,99.90,500.00,0.50,INTRA_EVENT_STDDEV,5.00,6.67000E-01,4.84000E-01,4.77053E-01,4.77053E-01,5.32918E-01,5.50000E-01,5.68000E-01,5.58000E-01,6.01000E-01
5.00,90.00,0.00,15.00,200.00,199.90,500.00,0.50,INTRA_EVENT_STDDEV,5.00,6.67000E-01,4.84000E-01,4.77604E-01,4.77604E-01,5.33548E-01,5.50000E-01,5.68000E-01,5.58000E-01,6.01000E-01
5.00,90.00,0.00,15.00,5.00,0.00,760.00,0.50,INTRA_EVENT_STDDEV,5.00,6.67000E-01,4.84000E-01,4.74100E-01,4.74100E-01,5.34000E-01,5.50000E-01,5.68000E-01,5.58000E-01,6.01000E-01
5.00,90.00,0.00,15.00,10.00,8.70,760.00,0.50,INTRA_EVENT_STDDEV,5.00,6.67000E-01,4.84000E-01,4.75555E-01,4.75555E-01,5.34000E-01,5.50000E-01,5.68000E-01,5.58000E-01,6.01000E-01
5.00,90.00,0.00,15.00,15.00,14.10,760.00,0.50,INTRA_EVENT_STDDEV,5.00,6.67000E-01,4.84000E-01,4.76343E-01,4.76343E-01,5.34000E-01,5.50000E-01,5.68000E-01,5.58000E-01,6.01000E-01
5.00,90.00,0.00,15.00,30.00,29.60,760.00,0.50,INTRA_EVENT_STDDEV,5.00,6.67000E-01,4.84000E-01,4.77241E-01,4.77241E-01,5.34000E-01,5.50000E-01,5.68000E-01,5.58000E-01,6.01000E-01
5.00,90.00,0.00,15.00,50.00,49.70,760.00,0.50,INTRA_EVENT_STDDEV,5.00,6.67000E-01,4.84000E-01,4.77592E-01,4.77592E-01,5.34000E-01,5.50000E-01,5.68000E-01,5.58000E-01,6.01000E-01
5.00,90.00,0.00,15.00,100.00,99.90,760.00,0.50,INTRA_EVENT_STDDEV,5.00,6.67000E-01,4.84000E-01,4.77828E-01,4.77828E-01,5.34000E-01,5.50000E-01,5.68000E-01,5.58000E-01,6.01000E-01
5.00,90.00,0.00,15.00,200.00,199.90,760.00,0.50,INTRA_EVENT_STDDEV,5.00,6.67000E-01,4.84000E-01,4.77928E-01,4.77928E-01,5.34000E-01,5.50000E-01,5.68000E-01,5.58000E-01,6.01000E-01
5.00,90.00,0.00,15.00,5.00,0.00,1100.00,0.50,INTRA_EVENT_STDDEV,5.00,6.67000E-01,4.84000E-01,4.78000E-01,4.78000E-01,5.34000E-01,5.50000E-01,5.68000E-01,5.58000E-01,6.01000E-01
5.00,90.00,0.00,15.00,10.00,8.70,1100.00,0.50,INTRA_EVENT_STDDEV,5.00,6.67000E-01,4.84000E-01,4.78000E-01,4.78000E-01,5.34000E-01,5.50000E-01,5.68000E-01,5.58000E-01,6.01000E-01
5.00,90.00,0.00,15.00,15.00,14.10,1100.00,0.50,INTRA_EVENT_STDDEV,5.00,6.67000E-01,4.84000E-01,4.78000E-01,4.78000E-01,5.34000E-01,5.50000E-01,5.68000E-01,5.58000E-01,6.01000E-01
5.00,90.00,0.00,15.00,30.00,29.60,1100.00,0.50,INTRA_EVENT_STDDEV,5.00,6.67000E-01,4.84000E-01,4.78000E-01,4.78000E-01,5.34000E-01,5.50000E-01,5.68000E-01,5.58000E-01,6.01000E-01
5.00,90.00,0.00,15.00,50.00,49.70,1100.00,0.50,INTRA_EVENT_STDDEV,5.00,6.67000E-01,4.84000E-01,4.78000E-01,4.78000E-01,5.34000E-01,5.50000E-01,5.68000E-01,5.58000E-01,6.01000E-01
5.00,90.00,0.00,15.00,100.00,99.90,1100.00,0.50,INTRA_EVENT_STDDEV,5.00,6.67000E-01,4.84000E-01,4.78000E-01,4.78000E-01,5.34000E-01,5.50000E-01,5.68000E-01,5.58000E-01,6.01000E-01
5.00,90.00,0.00,15.00,200.00,199.90,1100.00,0.50,INTRA_EVENT_STDDEV,5.00,6.67000E-01,4.84000E-01,4.78000E-01,4.78000E-01,5.34000E-01,5.50000E-01,5.68000E-01,5.58000E-01,6.01000E-01
5.00,90.00,0.00,15.00,5.00,0.00,1500.00,0.50,INTRA_EVENT_STDDEV,5.00,6.67000E-01,4.84000E-01,4.78000E-01,4.78000E-01,5.34000E-01,5.50000E-01,5.68000E-01,5.58000E-01,6.01000E-01
5.00,90.00,0.00,15.00,10.00,8.70,1500.00,0.50,INTRA_EVENT_STDDEV,5.00,6.67000E-01,4.84000E-01,4.78000E-01,4.78000E-01,5.34000E-01,5.50000E-01,5.68000E-01,5.58000E-01,6.01000E-01
5.00,90.00,0.00,15.00,15.00,14.10,1500.00,0.50,INTRA_EVENT_STDDEV,5.00,6.67000E-01,4.84000E-01,4.78000E-01,4.78000E-01,5.34000E-01,5.50000E-01,5.68000E-01,5.58000E-01,6.01000E-01
5.00,90.00,0.00,15.00,30.00,29.60,1500.00,0.50,INTRA_EVENT_STDDEV,5.00,6.67000E-01,4.84000E-01,4.78000E-01,4.78000E-01,5.34000E-01,5.50000E-01,5.68000E-01,5.58000E-01,6.01000E-01
5.00,90.00,0.00,15.00,50.00,49.70,1500.00,0.50,INTRA_EVENT_STDDEV,5.00,6.67000E-01,4.84000E-01,4.78000E-01,4.78000E-01,5.34000E-01,5.50000E-01,5.68000E-01,5.58000E-01,6.01000E-01
5.00,90.00,0.00,15.00,100.00,99.90,1500.00,0.50,INTRA_EVENT_STDDEV,5.00,6.67000E-01,4.84000E-01,4.78000E-01,4.78000E-01,5.34000E-01,5.50000E-01,5.68000E-01,5.58000E-01,6.01000E-01
5.00,90.00,0.00,15.00,200.00,199.90,1500.00,0.50,INTRA_EVENT_STDDEV,5.00,6.67000E-01,4.84000E-01,4.78000E-01,4.78000E-01,5.34000E-01,5.50000E-01,5.68000E-01,5.58000E-01,6.01000E-01
5.00,90.00,0.00,15.00,5.00,0.00,200.00,2.00,INTRA_EVENT_STDDEV,5.00,6.67000E-01,4.54447E-01,4.00364E-01,4.00364E-01,4.29040E-01,4.93088E-01,5.43575E-01,5.58000E-01,6.01000E-01
5.00,90.00,0.00,15.00,10.00,8.70,200.00,2.00,INTRA_EVENT_STDDEV,5.00,6.67000E-01,4.64227E-01,4.22574E-01,4.22574E-01,4.58098E-01,5.11178E-01,5.51591E-01,5.58000E-01,6.01000E-01
5.00,90.00,0.00,15.00,15.00,14.10,200.00,2.00,INTRA_EVENT_STDDEV,5.00,6.67000E-01,4.70130E-01,4.37596E-01,4.37596E-01,4.78408E-01,5.22492E-01,5.56462E-01,5.58000E-01,6.01000E-01
5.00,90.00,0.00,15.00,30.00,29.60,200.00,2.00,INTRA_EVENT_STDDEV,5.00,6.67000E-01,4.77393E-01,4.57829E-01,4.57829E-01,5.06165E-01,5.36751E-01,5.62489E-01,5.58000E-01,6.01000E-01
5.00,90.00,0.00,15.00,50.00,49.70,200.00,2.00,INTRA_EVENT_STDDEV,5.00,6.67000E-01,4.80392E-01,4.66769E-01,4.66769E-01,5.18496E-01,5.42733E-01,5.64987E-01,5.58000E-01,6.01000E-01
5.00,90.00,0.00,15.00,100.00,99.90,200.00,2.00,INTRA_EVENT_STDDEV,5.00,6.67000E-01,4.82463E-01,4.73153E-01,4.73153E-01,5.27309E-01,5.46897E-01,5.66716E-01,5.58000E-01,6.01000E-01
5.00,90.00,0.00,15.00,200.00,199.90,200.00,2.00,INTRA_EVENT_STDDEV,5.00,6.67000E-01,4.83356E-01,4.75956E-01,4.75956E-01,5.31179E-01,5.48697E-01,5.67461E-01,5.58000E-01,6.01000E-01
5.00,90.00,0.00,15.00,5.00,0.00,500.00,2.00,INTRA_EVENT_STDDEV,5.00,6.67000E-01,4.84000E-01,4.57562E-01,4.57562E-01,5.10309E-01,5.50000E-01,5.68000E-01,5.58000E-01,6.01000E-01
5.00,90.00,0.00,15.00,10.00,8.70,500.00,2.00,INTRA_EVENT_STDDEV,5.00,6.67000E-01,4.84000E-01,4.64835E-01,4.64835E-01,5.18822E-01,5.50000E-01,5.68000E-01,5.58000E-01,6.01000E-01
